nama_tempat_wisata,kategori,preferensi,kecamatan,kabupaten_kota,rating,jumlah_rating,link,latitude,longitude,link_gambar
Gua Gudawang,Umum,Lainnya,Cigudeg,Kabupaten Bogor,4.2,447.0,https://www.google.com/maps/place/Gua+Gudawang/data=!4m7!3m6!1s0x2e420ab8b1b4133f:0x63c85c8c76386565!8m2!3d-6.4585194!4d106.5121188!16s%2Fg%2F11b7jlq8zj!19sChIJPxO0sbgKQi4RZWU4doxcyGM?authuser=0&hl=id&rclk=1,-6.4585194,106.5121188,https://images.unsplash.com/photo-1506744038136-46273834288b?q=80&w=2070&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
Curug Rahong Cijambe,Alam,Wisata Alam,Cigudeg,Kabupaten Bogor,4.2,186.0,https://www.google.com/maps/place/Curug+Rahong+Cijambe/data=!4m7!3m6!1s0x2e69de1c392074fd:0xccc433526ffdfe2d!8m2!3d-6.4739251!4d106.6118164!16s%2Fg%2F11g01_xhf4!19sChIJ_XQgORzeaS4RLf79b1IzxMw?authuser=0&hl=id&rclk=1,-6.4739251,106.6118164,https://images.unsplash.com/photo-1506744038136-46273834288b?q=80&w=2070&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
Curug Pangleseran,Alam,Wisata Alam,Cigudeg,Kabupaten Bogor,4.4,141.0,https://www.google.com/maps/place/Curug+Pangleseran/data=!4m7!3m6!1s0x2e69df79f976594b:0x9d285ae56f631f47!8m2!3d-6.4763619!4d106.5767689!16s%2Fg%2F11k6wlwyvb!19sChIJS1l2-XnfaS4RRx9jb-VaKJ0?authuser=0&hl=id&rclk=1,-6.4763619,106.5767689,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy3foi6w9MD90YHJMuijVs1RlHaJLC8QvMp89nh77e8WWf-BP-UopKO3S3ND06dkZkmG0WKw6o6csf5fWQwdrn6P8CNCMZDoV1Ss8XuWHcmsLJeg_GWiSie6_vQeO7JtQUbyJo-Ow=w1200-h800
Kolam Renang Tirta Gunung Sewu Cigudeg,Alam,Wisata Alam,Cigudeg,Kabupaten Bogor,4.3,202.0,https://www.google.com/maps/place/Kolam+Renang+Tirta+Gunung+Sewu+Cigudeg/data=!4m7!3m6!1s0x2e69dfdf51e8ae95:0xad7653ae1b64fd61!8m2!3d-6.5405518!4d106.5358931!16s%2Fg%2F11gyw3xd6q!19sChIJla7oUd_faS4RYf1kG65Tdq0?authuser=0&hl=id&rclk=1,-6.5405518,106.5358931,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwlRZSwFTthK05j9b4PFiuh4MW8SlbHFi9oCvt_a8gali_ZH7zHbkW3KqG8VGyQj8pE3dyp50ud10yxrMy3WEegPjyAgqcJz_u8FAQpCG41OC94xitX4FlE8_NMV9ZAqDN8AQRW=w1200-h800
Situ Ciputih Cisawang Endah,Alam,Wisata Alam,Cigudeg,Kabupaten Bogor,4.5,1053.0,https://www.google.com/maps/place/Situ+Ciputih+Cisawang+Endah/data=!4m7!3m6!1s0x2e69e4413673ff23:0xc21337552d942a6f!8m2!3d-6.3630339!4d106.6569793!16s%2Fg%2F11hbhhtww0!19sChIJI_9zNkHkaS4RbyqULVU3E8I?authuser=0&hl=id&rclk=1,-6.3630339,106.6569793,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyuTdC8U7pi4kdo_AKvQVmwR4ba3PuNDbwSwh6AcJCzfuvZJcckXaUWH-r7akoNgfOkqYTQL7ktxFCEF44VjsvBhfLGWdAAJVXY8UYNESkw8rS7UNdcFCo_69JWIz--2HYCI_oUvQ=w1200-h800
Setu Cigudeg,Umum,Lainnya,Cigudeg,Kabupaten Bogor,4.5,462.0,https://www.google.com/maps/place/Setu+Cigudeg/data=!4m7!3m6!1s0x2e69df3feb88efa7:0xcc4e318d9878d075!8m2!3d-6.5522319!4d106.5364799!16s%2Fg%2F11fs_ndsny!19sChIJp--I6z_faS4RddB4mI0xTsw?authuser=0&hl=id&rclk=1,-6.5522319,106.5364799,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwiKm7OUNGmH_m7Kw5zorKbKHrVr6_eCZhy5euU3v4sTD5UI6D7ARdsSerkHk-oRbwr5JwQY0HUOjlpJv4Ygt_cO_p6_GE6bZCfgXOUCm_PmfVCWQ9_8UY6gQ2zvUel9k4pLJZM=w1200-h800
Bukit Alesano,Alam,Wisata Alam,Cijeruk,Kabupaten Bogor,4.0,946.0,https://www.google.com/maps/place/Bukit+Alesano/data=!4m7!3m6!1s0x2e69ce7ff8bf3745:0x189a51db3c899c61!8m2!3d-6.7074452!4d106.7770772!16s%2Fg%2F11g7yctbkp!19sChIJRTe_-H_OaS4RYZyJPNtRmhg?authuser=0&hl=id&rclk=1,-6.7074452,106.7770772,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwyMlxM6Fw-k_a60IrSkXNJWXXDS6BQ23PRXIjeVacRemvxD9aMu0FW7Xv2Bgl5tne1ahvEtCePnZhrluYazqy1gPa9tHk35JWSDUOrkDOifCD7k-Zfj1i9iMqsdbv1xjbfMvCEZw=w1200-h800
Taman Fathan Alesano,Alam,Wisata Alam,Cijeruk,Kabupaten Bogor,4.4,688.0,https://www.google.com/maps/place/Taman+Fathan+Alesano/data=!4m7!3m6!1s0x2e69cf2fa342e151:0xf7304e80f6ebd273!8m2!3d-6.705352!4d106.7793119!16s%2Fg%2F11llcvyw0c!19sChIJUeFCoy_PaS4Rc9Lr9oBOMPc?authuser=0&hl=id&rclk=1,-6.705352,106.7793119,https://lh3.googleusercontent.com/p/AF1QipNc657qtxgbM6JWuLjdG8snPdrSS0qmZToKYnHv=w1200-h800
Gajog Hill Camp,Alam,Wisata Alam,Cijeruk,Kabupaten Bogor,4.8,376.0,https://www.google.com/maps/place/Gajog+Hill+Camp/data=!4m10!3m9!1s0x2e69cf9e7247257f:0xa2e0c5f8a7a8c234!5m2!4m1!1i2!8m2!3d-6.6852764!4d106.7725913!16s%2Fg%2F11py_p42yd!19sChIJfyVHcp7PaS4RNMKop_jF4KI?authuser=0&hl=id&rclk=1,-6.6852764,106.7725913,https://lh3.googleusercontent.com/p/AF1QipNzd9S2kVtCc-ltEabYrfsPyx5hzdEMqpj5dLg3=w1200-h800
Alang Alang Nature Camp,Alam,Wisata Alam,Cijeruk,Kabupaten Bogor,4.4,226.0,https://www.google.com/maps/place/Alang+Alang+Nature+Camp/data=!4m10!3m9!1s0x2e69cf005465bf31:0x4e89804146ff6211!5m2!4m1!1i2!8m2!3d-6.6686711!4d106.7722627!16s%2Fg%2F11csqzk_xq!19sChIJMb9lVADPaS4REWL_RkGAiU4?authuser=0&hl=id&rclk=1,-6.6686711,106.7722627,https://lh3.googleusercontent.com/p/AF1QipNZQE1j7_mr-BVndtLVtu7jzcaanT8zsG9AwRtU=w1200-h800
Hopeland Camp,Umum,Lainnya,Cijeruk,Kabupaten Bogor,4.8,230.0,https://www.google.com/maps/place/Hopeland+Camp/data=!4m7!3m6!1s0x2e69cfabac340527:0x330e81f8bd1d301a!8m2!3d-6.698904!4d106.770621!16s%2Fg%2F11pbc1dgrg!19sChIJJwU0rKvPaS4RGjAdvfiBDjM?authuser=0&hl=id&rclk=1,-6.698904,106.770621,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwDDe5XehfYcx3VBOWLBM0FLvo3kcBB2pgA4G1rfRmvRbFu7C1LRlBEh-z5EN2JiXairD4KdsoLm76_C8pvmuLsegfiQsr8uv2dpV5ufpcxZA1E3C_Cyvecy186ewQgKgJ5U1UhrsPu3zuK=w1200-h800
Pemancingan Nila Kongsi - KMF,Umum,Lainnya,Cijeruk,Kabupaten Bogor,4.5,204.0,https://www.google.com/maps/place/Pemancingan+Nila+Kongsi+-+KMF/data=!4m7!3m6!1s0x2e69cee7f1cdff17:0xbf7baa343fc0b2d8!8m2!3d-6.6793454!4d106.7933113!16s%2Fg%2F11cltgtwgm!19sChIJF__N8efOaS4R2LLAPzSqe78?authuser=0&hl=id&rclk=1,-6.6793454,106.7933113,https://lh3.googleusercontent.com/p/AF1QipNCPiB72NDEieS2wrIm229D9L1Ohh2EA1BF3cHc=w1200-h800
Camping Ground Bukit Gajah,Rekreasi,Wisata Rekreasi,Cijeruk,Kabupaten Bogor,4.7,312.0,https://www.google.com/maps/place/Camping+Ground+Bukit+Gajah/data=!4m7!3m6!1s0x2e69cf5a2cc09205:0xff88c1b4edbaf335!8m2!3d-6.671761!4d106.774021!16s%2Fg%2F11s16963xr!19sChIJBZLALFrPaS4RNfO67bTBiP8?authuser=0&hl=id&rclk=1,-6.671761,106.774021,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy2fy7-Z4CPLqZfr3NitfZel8n23RpJWEa50GheNuzQT6lXljZhD5mFIItgEfwZLiHdrMQgtNKpBP706rVlIm-aajrRUL387aOV6Bl_pYGfvthjRgmuECh0CouUcjexP84LivYY=w1200-h800
Kampung Halaman Villas,Rekreasi,Wisata Rekreasi,Cijeruk,Kabupaten Bogor,4.6,644.0,https://www.google.com/maps/place/Kampung+Halaman+Villas/data=!4m10!3m9!1s0x2e69cedbbe3b772b:0xa6b2e64732e96897!5m2!4m1!1i2!8m2!3d-6.6759721!4d106.8016706!16s%2Fg%2F11c5_zpt3g!19sChIJK3c7vtvOaS4Rl2jpMkfmsqY?authuser=0&hl=id&rclk=1,-6.6759721,106.8016706,https://lh3.googleusercontent.com/p/AF1QipNgYLf9zMZMdVXji872hROnr9W_PH_ySmLz9QhE=w1200-h800
Panorama Hjp Land ( Wisata Pasiran Tengah),Umum,Lainnya,Cijeruk,Kabupaten Bogor,4.7,371.0,https://www.google.com/maps/place/Panorama+Hjp+Land+%28+Wisata+Pasiran+Tengah%29/data=!4m7!3m6!1s0x2e69cf5e50319183:0xacbd76b55c6017f5!8m2!3d-6.6706844!4d106.7600928!16s%2Fg%2F11s5576p80!19sChIJg5ExUF7PaS4R9RdgXLV2vaw?authuser=0&hl=id&rclk=1,-6.6706844,106.7600928,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwE7eKHrGafBggdAkS4-yuzW-_v20zIQt2iCwc-kbYgJhVvvz49CEr37DTpYEaX90uMbQUztEv55IIdA2V6miKWHTavx-R4Py5IYdRlfBdOYvp-TyZ54WJriJDpYtYz5ATNoRW-ig=w1200-h800
The Jungle Waterpark Bogor,Rekreasi,Wisata Rekreasi,Cijeruk,Kabupaten Bogor,4.5,26472.0,https://www.google.com/maps/place/The+Jungle+Waterpark+Bogor/data=!4m7!3m6!1s0x2e69cf5deba619f3:0x485a13f031e8b904!8m2!3d-6.6344794!4d106.7949215!16s%2Fg%2F1ptxr7qkm!19sChIJ8xmm613PaS4RBLnoMfATWkg?authuser=0&hl=id&rclk=1,-6.6344794,106.7949215,https://images.unsplash.com/photo-1506744038136-46273834288b?q=80&w=2070&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
Bukit Panorama,Alam,Wisata Alam,Cijeruk,Kabupaten Bogor,4.5,264.0,https://www.google.com/maps/place/Bukit+Panorama/data=!4m7!3m6!1s0x2e69cf4566653fd1:0x46aa4ef6fa87ce8b!8m2!3d-6.639894!4d106.8049485!16s%2Fg%2F11b8v9xf2_!19sChIJ0T9lZkXPaS4Ri86H-vZOqkY?authuser=0&hl=id&rclk=1,-6.639894,106.8049485,https://lh6.googleusercontent.com/tXSiKD7aZoJufNcERASD-gpZ-o5taH8-VRYYQJSshWZOgD51vcbUvwPBfXQQ_Ic=w1200-h800
Kebun Durian Warso Farm,Rekreasi,Wisata Rekreasi,Cijeruk,Kabupaten Bogor,4.3,8769.0,https://www.google.com/maps/place/Kebun+Durian+Warso+Farm/data=!4m7!3m6!1s0x2e69ceeb2a8151c5:0xded51ce05318290b!8m2!3d-6.6902121!4d106.7911815!16s%2Fg%2F11b66smtbx!19sChIJxVGBKuvOaS4RCykYU-Ac1d4?authuser=0&hl=id&rclk=1,-6.6902121,106.7911815,https://lh3.googleusercontent.com/p/AF1QipMen8NLrNjx3q_H59DXeZ3IXiCmisdunygh4yPn=w1200-h800
Balakosa Mountain Adventure,Alam,Wisata Alam,Cijeruk,Kabupaten Bogor,4.7,474.0,https://www.google.com/maps/place/Balakosa+Mountain+Adventure/data=!4m7!3m6!1s0x2e69cf615861b57f:0xb8761fe073bc6e14!8m2!3d-6.6873347!4d106.7721094!16s%2Fg%2F11rx36lcbf!19sChIJf7VhWGHPaS4RFG68c-Afdrg?authuser=0&hl=id&rclk=1,-6.6873347,106.7721094,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxBb4hQKHdTtpybkJVb5Rnp0VFPV8m8pedkyG4fXtzorVXAB6mtRMqcJA1VSWyfR6TLSFdZMh7f6ipl3CxysdPFtiI06oc_7u82FfkA1prdWvQ10i4nPweXuJP0xiGvbg4zyfR_=w1200-h800
Saung Eling,Umum,Lainnya,Cijeruk,Kabupaten Bogor,4.6,316.0,https://www.google.com/maps/place/Saung+Eling/data=!4m7!3m6!1s0x2e69cf72ccdeb2ed:0x9a612e071d317655!8m2!3d-6.6554174!4d106.783471!16s%2Fg%2F11jvgnznwy!19sChIJ7bLezHLPaS4RVXYxHQcuYZo?authuser=0&hl=id&rclk=1,-6.6554174,106.783471,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxIKx6FLLsgI3I6xhK43GutvQoqRwk1HOstdeiEl0s70g1iebWHnTwwUoSzxxhYJ3G_s_f4Ye4d52NjEeOP0qjnZN4Ss-Tu8BnZiXuYL_L8Cm9EWFonmaFPN5zK9TC4GoerhnOLig=w1200-h800
Saung keluarga sendisila,Rekreasi,Wisata Rekreasi,Cijeruk,Kabupaten Bogor,4.8,141.0,https://www.google.com/maps/place/Saung+keluarga+sendisila/data=!4m7!3m6!1s0x2e69cf321f2e7917:0xb38b5be7382cdd2d!8m2!3d-6.6861186!4d106.7773418!16s%2Fg%2F11hz0t88wd!19sChIJF3kuHzLPaS4RLd0sOOdbi7M?authuser=0&hl=id&rclk=1,-6.6861186,106.7773418,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyskNtYsY-0lLb2Li5JJwxD7Q38sYXxvGOfLR4VwYts_OG7BllGvBZBj0biNRR-5tC9GCqv4M4qOJKNuZK50EQvnKtDmQqZyF_uGFzOk9JyoTrIuqAOvVXyUKdPXsewDFp0BPWf=w1200-h800
Cibalung Happy Land,Umum,Lainnya,Cijeruk,Kabupaten Bogor,4.3,2203.0,https://www.google.com/maps/place/Cibalung+Happy+Land/data=!4m7!3m6!1s0x2e69c5f91a892d81:0x63305eba169d93b2!8m2!3d-6.6904785!4d106.8083937!16s%2Fg%2F1hm2h_629!19sChIJgS2JGvnFaS4RspOdFrpeMGM?authuser=0&hl=id&rclk=1,-6.6904785,106.8083937,https://lh3.googleusercontent.com/p/AF1QipMELAqFm1nUFEvwhaHs4o994ddn_me3zhfDFMB4=w1200-h800
5G Resort Cijeruk,Rekreasi,Wisata Rekreasi,Cijeruk,Kabupaten Bogor,4.5,2605.0,https://www.google.com/maps/place/5G+Resort+Cijeruk/data=!4m10!3m9!1s0x2e69cf59b238b5ed:0x9badbd64528d25aa!5m2!4m1!1i2!8m2!3d-6.7060803!4d106.8014801!16s%2Fg%2F11nmrn92ft!19sChIJ7bU4slnPaS4RqiWNUmS9rZs?authuser=0&hl=id&rclk=1,-6.7060803,106.8014801,https://lh3.googleusercontent.com/p/AF1QipP1NUgJ6-6tre_FcU44rDg6FYBVTOrD40pPUq2j=w1200-h800
Tirtania WaterPark,Rekreasi,Wisata Rekreasi,Cijeruk,Kabupaten Bogor,4.3,2404.0,https://www.google.com/maps/place/Tirtania+WaterPark/data=!4m7!3m6!1s0x2e69cf45761aef95:0x3c3cbce87427ea24!8m2!3d-6.6408809!4d106.8054381!16s%2Fg%2F1pzrwf61m!19sChIJle8adkXPaS4RJOondOi8PDw?authuser=0&hl=id&rclk=1,-6.6408809,106.8054381,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwTuGzKgxqBgYrjjXA5mq-MPKRgvhQO884GpTWqFDl3QqPFiPPDjSOgV83noPaP99hVUIn8G7AVp-i7DTEZy8X9BuAz9GOOtzKTCPgN6kL1aeADqyefVgRvyz9P-YBVapz_ukhgIg=w1200-h800
"AKI KOE-EN. Villa, Restaurant & Cafe.",Rekreasi,Wisata Rekreasi,Cijeruk,Kabupaten Bogor,4.5,1104.0,"https://www.google.com/maps/place/AKI+KOE-EN.+Villa,+Restaurant+%26+Cafe./data=!4m10!3m9!1s0x2e69cd3f71500099:0xaf45a44bfe6782e6!5m2!4m1!1i2!8m2!3d-6.7145869!4d106.7836171!16s%2Fg%2F11kc8hn_vc!19sChIJmQBQcT_NaS4R5oJn_kukRa8?authuser=0&hl=id&rclk=1",-6.7145869,106.7836171,https://lh3.googleusercontent.com/p/AF1QipPY9_Cq8rJWujx3gq_Bde17D3cQnXVfBpN6wc3S=w1200-h800
Bukit Alesano Campground,Alam,Wisata Alam,Cijeruk,Kabupaten Bogor,4.1,688.0,https://www.google.com/maps/place/Bukit+Alesano+Campground/data=!4m7!3m6!1s0x2e69ce8392acd679:0x518426f069df69d8!8m2!3d-6.7070283!4d106.7783842!16s%2Fg%2F11c0xqgyr6!19sChIJedaskoPOaS4R2GnfafAmhFE?authuser=0&hl=id&rclk=1,-6.7070283,106.7783842,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwd7xsYL3oGp2xZX7Gx5Aj8ezdEd5EUAWTXAn3coXQ9cpE33fej1e6rV6mQd76voxY1OQStEgpcnou4qnfXIACWuc46RaWy7SH6Yk4OA-EE9IFcukfc6l_AHtRWT6ld69ww_e15rg=w1200-h800
Kolam Renang Batu Aseupan,Rekreasi,Wisata Rekreasi,Cijeruk,Kabupaten Bogor,4.3,494.0,https://www.google.com/maps/place/Kolam+Renang+Batu+Aseupan/data=!4m7!3m6!1s0x2e69cf6082f0d3e1:0x24f42c1df3e6cb4a!8m2!3d-6.668104!4d106.7639228!16s%2Fg%2F11fpjwc9vd!19sChIJ4dPwgmDPaS4RSsvm8x0s9CQ?authuser=0&hl=id&rclk=1,-6.668104,106.7639228,https://images.unsplash.com/photo-1506744038136-46273834288b?q=80&w=2070&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
AuntyLa Camp,Umum,Lainnya,Cijeruk,Kabupaten Bogor,4.7,213.0,https://www.google.com/maps/place/AuntyLa+Camp/data=!4m7!3m6!1s0x2e69cf17ea152247:0x11c3c1d25e2f15c1!8m2!3d-6.6878077!4d106.7676334!16s%2Fg%2F11rd8qfsln!19sChIJRyIV6hfPaS4RwRUvXtLBwxE?authuser=0&hl=id&rclk=1,-6.6878077,106.7676334,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwBsqWJbnRMQwWa8K1AwdiwfGFEY_du22wqBwtbPSXk_DVw7VoCFCosonrccb3haoHxpscC55YyEeOzZm7cOh2UJyyyu-UUCMIKVeLQQ-BmdFUSBPKqrjMPJO7AmILK-KS1lmpGnsXKn_G8=w1200-h800
Lenirra Glamping,Alam,Wisata Alam,Cijeruk,Kabupaten Bogor,4.4,146.0,https://www.google.com/maps/place/Lenirra+Glamping/data=!4m7!3m6!1s0x2e69cf09255c9983:0x2b24d9bee4d54182!8m2!3d-6.7106341!4d106.7920638!16s%2Fg%2F11sd_cr0rb!19sChIJg5lcJQnPaS4RgkHV5L7ZJCs?authuser=0&hl=id&rclk=1,-6.7106341,106.7920638,https://lh3.googleusercontent.com/p/AF1QipO4p0pkBR7nKtaQzw1MT2TzallYE9kmV4_A2Iq0=w1200-h800
Cijulang Gajah Putih,Umum,Lainnya,Cijeruk,Kabupaten Bogor,4.3,110.0,https://www.google.com/maps/place/Cijulang+Gajah+Putih/data=!4m7!3m6!1s0x2e69cf02755ecb33:0xc25f10ea68e6b4ff!8m2!3d-6.6701585!4d106.7781484!16s%2Fg%2F11f358sl3s!19sChIJM8tedQLPaS4R_7TmaOoQX8I?authuser=0&hl=id&rclk=1,-6.6701585,106.7781484,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwebt4RXk6PKL3_qadPuQj5YYOcAZqICl9Grv2D8HW61Buq0VIXGaGVkL9SalvjWAJ9XLGBLH8RS9UTiMQ3pWU7-wPQgsyiFGAMht0fjTqRwQMhhp4wbTX1TYdAPmDkzjf2YERxXg=w1200-h800
Situ Cijeruk PAJADA,Alam,Wisata Alam,Cijeruk,Kabupaten Bogor,4.5,249.0,https://www.google.com/maps/place/Situ+Cijeruk+PAJADA/data=!4m7!3m6!1s0x2e684975b19ddce1:0xb4764c572e5c85bf!8m2!3d-6.8870417!4d106.9619882!16s%2Fg%2F11f5dtkfvy!19sChIJ4dydsXVJaC4Rv4VcLldMdrQ?authuser=0&hl=id&rclk=1,-6.8870417,106.9619882,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwuwvZXdPmm3vYI5KN1UD0RkbcxdCWJcpQL44x6uHMjTo7K4hiMgb80blJsTAmEY50qLLirUZkSMnTJjyS8TaAQP_RleUGId7qiEJsryUHotejI58QnOKm6VclNpVN_LYJIpw_Adw=w1200-h800
"Camp Ground Lembah Salak, Curug Putri Pelangi",Alam,Wisata Alam,Cijeruk,Kabupaten Bogor,4.7,318.0,"https://www.google.com/maps/place/Camp+Ground+Lembah+Salak,+Curug+Putri+Pelangi/data=!4m7!3m6!1s0x2e69cfce7048ac8f:0x134b56d406b996de!8m2!3d-6.68348!4d106.774933!16s%2Fg%2F11fmh6ykcr!19sChIJj6xIcM7PaS4R3pa5BtRWSxM?authuser=0&hl=id&rclk=1",-6.68348,106.774933,https://lh3.googleusercontent.com/p/AF1QipPAOM1RLIdhVMsk31XDdkGcanGh7scZ2QzpLFbi=w1200-h800
Titik Nol Adventure Camp Bogor,Umum,Lainnya,Cijeruk,Kabupaten Bogor,4.7,400.0,https://www.google.com/maps/place/Titik+Nol+Adventure+Camp+Bogor/data=!4m7!3m6!1s0x2e69cfa205e72e39:0xdd5da78cee1a912a!8m2!3d-6.6760975!4d106.7848634!16s%2Fg%2F11h2g1f574!19sChIJOS7nBaLPaS4RKpEa7oynXd0?authuser=0&hl=id&rclk=1,-6.6760975,106.7848634,https://images.unsplash.com/photo-1506744038136-46273834288b?q=80&w=2070&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
Cottage Rd,Umum,Lainnya,Cijeruk,Kabupaten Bogor,4.1,139.0,https://www.google.com/maps/place/Cottage+Rd/data=!4m10!3m9!1s0x2e69cfa65bcb8dc7:0xa3be48512df6ce29!5m2!4m1!1i2!8m2!3d-6.6864216!4d106.7758317!16s%2Fg%2F11ny4clnp3!19sChIJx43LW6bPaS4RKc72LVFIvqM?authuser=0&hl=id&rclk=1,-6.6864216,106.7758317,https://lh3.googleusercontent.com/p/AF1QipO_RL_1gFlf-D8ux7e9SHddOma_FdvGT23nwons=w1200-h800
D'rajih Nature Camp,Alam,Wisata Alam,Cijeruk,Kabupaten Bogor,4.3,344.0,https://www.google.com/maps/place/D%27rajih+Nature+Camp/data=!4m10!3m9!1s0x2e69cfef1f029f1f:0x3345b08de11e8572!5m2!4m1!1i2!8m2!3d-6.6880317!4d106.7677163!16s%2Fg%2F11vzb8k6dl!19sChIJH58CH-_PaS4RcoUe4Y2wRTM?authuser=0&hl=id&rclk=1,-6.6880317,106.7677163,https://lh3.googleusercontent.com/p/AF1QipPykc-YciLnKqGy5pJZsVVsYQiSmUJR6WWvzzVl=w1200-h800
Bumi Perkemahan Suaka Elang,Umum,Lainnya,Cijeruk,Kabupaten Bogor,4.2,1006.0,https://www.google.com/maps/place/Bumi+Perkemahan+Suaka+Elang/data=!4m7!3m6!1s0x2e69cc306f00401b:0x279fc88e7166395b!8m2!3d-6.7185257!4d106.7694943!16s%2Fg%2F11cjp8cjyw!19sChIJG0AAbzDMaS4RWzlmcY7Inyc?authuser=0&hl=id&rclk=1,-6.7185257,106.7694943,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz_2c4YzkT332Zx2ubZ3TXIeT1wE8pOrhwdd8IXNaVCFRBLuQ7SbtPQOJnAUvS0sdg9QIH7CxMV7X4ecfTHa134x7-8Gb-z5TrmOoNmoTHS3VV1xitDDy13o91HL4jOqrBBqNC_Tg=w1200-h800
Kedai D'Bago Bogor,Umum,Lainnya,Cijeruk,Kabupaten Bogor,4.5,677.0,https://www.google.com/maps/place/Kedai+D%27Bago+Bogor/data=!4m7!3m6!1s0x2e69cf432fd8613b:0x8b020ff842c6dff6!8m2!3d-6.7088875!4d106.7842432!16s%2Fg%2F11r7q29xfs!19sChIJO2HYL0PPaS4R9t_GQvgPAos?authuser=0&hl=id&rclk=1,-6.7088875,106.7842432,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzAP-1cAQFNnno00Fc2b0QvYmApl1ooecaL-pcH2K9SbamKdrZmnQOP99mLVrG3Ecn_JbOxWp0WwjJhoU8PCnjqp2pH76NuZwMkJYk5ZyBfc00oAYGWH03_DxEIMAHOExTSBj0=w1200-h800
RAFTING CISADANE CR ONE GROUP,Umum,Lainnya,Cijeruk,Kabupaten Bogor,4.7,449.0,https://www.google.com/maps/place/RAFTING+CISADANE+CR+ONE+GROUP/data=!4m7!3m6!1s0x2e69cfd0568c2d5b:0x6eaf632246c12547!8m2!3d-6.7021142!4d106.8171281!16s%2Fg%2F11j8jy44g4!19sChIJWy2MVtDPaS4RRyXBRiJjr24?authuser=0&hl=id&rclk=1,-6.7021142,106.8171281,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwI52WRyM7qfmxRbTc0ILdH5wKjzMsCNUvFb_XTPSnfjSE-lsf5sRgtWyg-VpMK49Ea1yUJr0s6jWDq2xsKZdnD7noUYSPFTvn1zS5pn69H6WXRnLmOiOOrZ247RVA2ezzTJHw0=w1200-h800
Villa & CAMP Patung Ikan,Rekreasi,Wisata Rekreasi,Cijeruk,Kabupaten Bogor,4.5,205.0,https://www.google.com/maps/place/Villa+%26+CAMP+Patung+Ikan/data=!4m7!3m6!1s0x2e69cea371d3e067:0x415ad8d13ff0d464!8m2!3d-6.7022545!4d106.7991954!16s%2Fg%2F11g9f5qgp5!19sChIJZ-DTcaPOaS4RZNTwP9HYWkE?authuser=0&hl=id&rclk=1,-6.7022545,106.7991954,https://lh3.googleusercontent.com/p/AF1QipMLu-1vVua-E2BQw_jIPT-yPkp-77azAyEUmHLd=w1200-h800
Demang FunPark,Umum,Lainnya,Cijeruk,Kabupaten Bogor,4.5,338.0,https://www.google.com/maps/place/Demang+FunPark/data=!4m7!3m6!1s0x2e69ce943a2696ef:0xcd376ade0804771d!8m2!3d-6.6947256!4d106.7901904!16s%2Fg%2F11f57fn7s_!19sChIJ75YmOpTOaS4RHXcECN5qN80?authuser=0&hl=id&rclk=1,-6.6947256,106.7901904,https://lh3.googleusercontent.com/p/AF1QipO2miU3KcUU1oCKFB8kC2UsVC2-uIO3AX0lrcqO=w1200-h800
