nama_tempat_wisata,kategori,preferensi,kecamatan,kabupaten_kota,rating,jumlah_rating,link,latitude,longitude,link_gambar
Wisata Edukasi TK SD di Bogor,Budaya,Wisata Budaya & Edukasi,Babakan Madang,Kabupaten Bogor,4.9,1615.0,https://www.google.com/maps/place/Wisata+Edukasi+TK+SD+di+Bogor/data=!4m7!3m6!1s0x2e69c6eb1a26803b:0xf7a84ee1b7a1f68b!8m2!3d-6.5757239!4d106.8403557!16s%2Fg%2F11bymykydq!19sChIJO4AmGuvGaS4Ri_aht-FOqPc?authuser=0&hl=id&rclk=1,-6.5757239,106.8403557,https://lh3.googleusercontent.com/p/AF1QipP9OlKkUehCybvCvdocQzKWfqmj-H5TVeSdoEqD=w1200-h800
Curug Cibaliung Jonggol,Alam,Wisata Alam,Babakan Madang,Kabupaten Bogor,4.6,749.0,https://www.google.com/maps/place/Curug+Cibaliung+Jonggol/data=!4m7!3m6!1s0x2e69b94322f96831:0x48527ed203b300f5!8m2!3d-6.5995973!4d106.9585682!16s%2Fg%2F11hntppw70!19sChIJMWj5IkO5aS4R9QCzA9J-Ukg?authuser=0&hl=id&rclk=1,-6.5995973,106.9585682,https://lh3.googleusercontent.com/p/AF1QipOvrJ0QEJ7kBkNu6S_SdNGcmTCOiNs_LWlgb3PM=w1200-h800
Wisata Bukit Domba,Alam,Wisata Alam,Babakan Madang,Kabupaten Bogor,4.6,476.0,https://www.google.com/maps/place/Wisata+Bukit+Domba/data=!4m7!3m6!1s0x2e69c9004a61e28f:0xcb6829b09c739e1d!8m2!3d-6.6248368!4d106.9063456!16s%2Fg%2F11y66960h1!19sChIJj-JhSgDJaS4RHZ5znLApaMs?authuser=0&hl=id&rclk=1,-6.6248368,106.9063456,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz0lrxue9Qo3CNUVpLJcvEqwtdMq-BipQK5w1Oo0-Uzs3bREYufkGe955hkInNQ_z5yyBAVREsgl9Offm7V-Oel-voan3yHvayeT8JP7Az2OG9Ov5PoqWbuG0xg14wVpNEgKxnSvA=w1200-h800
Curug kanyere,Alam,Wisata Alam,Babakan Madang,Kabupaten Bogor,4.4,106.0,https://www.google.com/maps/place/Curug+kanyere/data=!4m7!3m6!1s0x2e69c75ef85387fb:0xd554c7bd1573ed15!8m2!3d-6.6201226!4d106.9097177!16s%2Fg%2F11rfscphh7!19sChIJ-4dT-F7HaS4RFe1zFb3HVNU?authuser=0&hl=id&rclk=1,-6.6201226,106.9097177,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyFfjdUsDJe5WtXRFQkQhrqQBLXCRKK90tc4_iqGvxsSfWcSNvfJeJ9M5az5Rytq4pIKQHNIvCsYd7A-eRRSHnCvzz0Zow_MJrqN1KD61PHi8TnB0GXqxJmNa4my58-bq7KoU_w-g=w1200-h800
Hutan Hujan Sentul,Alam,Wisata Alam,Babakan Madang,Kabupaten Bogor,4.7,344.0,https://www.google.com/maps/place/Hutan+Hujan+Sentul/data=!4m7!3m6!1s0x2e69b99106288ee3:0xa1a1a08723a58c1a!8m2!3d-6.5792586!4d106.9277932!16s%2Fg%2F11rc46fdmy!19sChIJ444oBpG5aS4RGoylI4egoaE?authuser=0&hl=id&rclk=1,-6.5792586,106.9277932,https://lh3.googleusercontent.com/p/AF1QipPOHMN2IFgaLqtNup0g_RyJw1AgdjGU3jbZxg7D=w1200-h800
Guide Trekking Sentul,Alam,Wisata Alam,Babakan Madang,Kabupaten Bogor,5.0,170.0,https://www.google.com/maps/place/Guide+Trekking+Sentul/data=!4m7!3m6!1s0x2e69b9ef42651717:0x1150d572651eef29!8m2!3d-6.5750923!4d106.8923905!16s%2Fg%2F11lc864x8g!19sChIJFxdlQu-5aS4RKe8eZXLVUBE?authuser=0&hl=id&rclk=1,-6.5750923,106.8923905,https://images.unsplash.com/photo-1506744038136-46273834288b?q=80&w=2070&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
sentul eco edu tourism forest,Alam,Wisata Alam,Babakan Madang,Kabupaten Bogor,4.6,318.0,https://www.google.com/maps/place/sentul+eco+edu+tourism+forest/data=!4m7!3m6!1s0x2e69b94cb04ae973:0xf5158b999cd05369!8m2!3d-6.5724577!4d106.9129037!16s%2Fg%2F11fmpxsyt4!19sChIJc-lKsEy5aS4RaVPQnJmLFfU?authuser=0&hl=id&rclk=1,-6.5724577,106.9129037,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxxMpER3mdzl11OKpY1Z0um4PefllJ9ok7m-j7HXTjH0nFdFUbsLodV01i0plkhT6-OLRkkuXPXbCgD-KzwlwTGlR8xGYEEppQnqxmMDte-0fw0bwGKLBZMVspMPLVadwlt9p0elw=w1200-h800
Bukit Cinta Bogor,Alam,Wisata Alam,Babakan Madang,Kabupaten Bogor,4.3,602.0,https://www.google.com/maps/place/Bukit+Cinta+Bogor/data=!4m7!3m6!1s0x2e69b8e4bc12e9ab:0x195127c48ee3864!8m2!3d-6.5705191!4d106.952548!16s%2Fg%2F11fxvcbbr8!19sChIJq-kSvOS4aS4RZDjuSHwSlQE?authuser=0&hl=id&rclk=1,-6.5705191,106.952548,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwuetQlgYOhTyNXfRt7sAK1TfBGbRwnYxhmlRps2YEC-3MG0hpGA8husXUinPZ4Zd0Tlln1Iabwhphx_ruJUwEF2tULTuyTMo2ESERghbMmIUDHpEGszGIQzhmEZJMbARDLDru_NA=w1200-h800
"Trekking Sentul - Private Camping, Hiking & Trekking Bogor",Alam,Wisata Alam,Babakan Madang,Kabupaten Bogor,4.8,329.0,"https://www.google.com/maps/place/Trekking+Sentul+-+Private+Camping,+Hiking+%26+Trekking+Bogor/data=!4m7!3m6!1s0x2e69c7d027c409f7:0x98394f37ea70c074!8m2!3d-6.5749253!4d106.8925279!16s%2Fg%2F11hyt6tqpd!19sChIJ9wnEJ9DHaS4RdMBw6jdPOZg?authuser=0&hl=id&rclk=1",-6.5749253,106.8925279,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwZufUntwULJ4WfmL-8E5SPG9LsY_7aolgrJwnesZW8t07wDXZ2fs1ipdG35Wd3pPhn_oSIteM85nJ8PN1wGxkZjoh_5MI2ezv3Fah9WnhlXdD75xINHjU0cUQ3LGMt3h3r_b8g_Q=w1200-h800
Treking sentull,Umum,Lainnya,Babakan Madang,Kabupaten Bogor,4.3,10306.0,https://www.google.com/maps/place/Treking+sentull/data=!4m7!3m6!1s0x2e69b8538fd00129:0xfa8b547834f0ac2c!8m2!3d-6.5893251!4d106.9546789!16s%2Fg%2F11cm02mrhj!19sChIJKQHQj1O4aS4RLKzwNHhUi_o?authuser=0&hl=id&rclk=1,-6.5893251,106.9546789,https://lh3.googleusercontent.com/p/AF1QipPXOJXzbNRY9Ky08xi8-F1jr2hMoOT4HHJOx22d=w1200-h800
Leuwi Pangaduan,Umum,Lainnya,Babakan Madang,Kabupaten Bogor,4.4,1426.0,https://www.google.com/maps/place/Leuwi+Pangaduan/data=!4m7!3m6!1s0x2e69c78b969cad9f:0x47d33c093aa63764!8m2!3d-6.6007184!4d106.9061239!16s%2Fg%2F11j6zh6h6p!19sChIJn62clovHaS4RZDemOgk800c?authuser=0&hl=id&rclk=1,-6.6007184,106.9061239,https://lh3.googleusercontent.com/p/AF1QipPPnz9MxAHBv-SvX_rPr3BRsNkteM5hDFk9Efq0=w1200-h800
Curug Cinta Putri Kencana,Alam,Wisata Alam,Babakan Madang,Kabupaten Bogor,4.5,314.0,https://www.google.com/maps/place/Curug+Cinta+Putri+Kencana/data=!4m7!3m6!1s0x2e69b838fc4ad18f:0xe86fe16504b7013a!8m2!3d-6.6078603!4d106.943515!16s%2Fg%2F11c1pqtqx8!19sChIJj9FK_Di4aS4ROgG3BGXhb-g?authuser=0&hl=id&rclk=1,-6.6078603,106.943515,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSynYEkrrqkjt64quxWO-totteiSpNI0MtcyYrFiACCL4UAGo7-jygruufnlWS5Ux03TSXYOfiTrIm3N-kakmJm6Nk8JWyTM04-O_Kh5VxmRjVwvpP9jE_UqkgLwIu98EXExBiSE=w1200-h800
ECOART PARK Sentul City,Alam,Wisata Alam,Babakan Madang,Kabupaten Bogor,4.4,11796.0,https://www.google.com/maps/place/ECOART+PARK+Sentul+City/data=!4m7!3m6!1s0x2e69c6ebc0f289c5:0xf894747033caad39!8m2!3d-6.5687222!4d106.8457512!16s%2Fg%2F11b6x9_n9z!19sChIJxYnywOvGaS4ROa3KM3B0lPg?authuser=0&hl=id&rclk=1,-6.5687222,106.8457512,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzQ63qjjoYG4e8I_ySV-7sqrflpXdSz1zCcXdukUwM36qL8TljmZ6I9EHc_YrMxkQgZlR3fWmaMF4Gn3ebFqqZw53itQD3RtPEI9DRcA9OOPWA04ESQX-MF1b362wUBtwyRsjKJqQ=w1200-h800
Villa Bukit Hambalang,Rekreasi,Wisata Rekreasi,Babakan Madang,Kabupaten Bogor,4.4,2971.0,https://www.google.com/maps/place/Villa+Bukit+Hambalang/data=!4m7!3m6!1s0x2e69c0b43f5f00ff:0x36dc112457c58c73!8m2!3d-6.5388548!4d106.8927727!16s%2Fg%2F11b6srf74x!19sChIJ_wBfP7TAaS4Rc4zFVyQR3DY?authuser=0&hl=id&rclk=1,-6.5388548,106.8927727,https://lh3.googleusercontent.com/p/AF1QipOlr-4AzCrXXHOGF2WnZrmJTYOr84cAcvfTi4OS=w1200-h800
Curug Leuwi Asih,Alam,Wisata Alam,Babakan Madang,Kabupaten Bogor,4.5,421.0,https://www.google.com/maps/place/Curug+Leuwi+Asih/data=!4m7!3m6!1s0x2e69b9471d753e91:0x43b13f3c1518860d!8m2!3d-6.5883126!4d106.9287126!16s%2Fg%2F11h4mnsqbm!19sChIJkT51HUe5aS4RDYYYFTw_sUM?authuser=0&hl=id&rclk=1,-6.5883126,106.9287126,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxq7sn9DftW-QFw0VN0x1fmUC0hbzvVRISH8aoSELYrWai4BLsBKc-tgoAV291L2hOXOhNFQbDGxnrQnMTMLK5zm_2kCw1Voeqffl8PUtJCKpx8FOUSBgKeAJ2CzJFPn_eex7jw=w1200-h800
WISATA CADAS NGAMPAR,Umum,Lainnya,Babakan Madang,Kabupaten Bogor,4.6,221.0,https://www.google.com/maps/place/WISATA+CADAS+NGAMPAR/data=!4m7!3m6!1s0x2e69b998113cce13:0xfdd5cd761adea061!8m2!3d-6.5864923!4d106.9653756!16s%2Fg%2F11hg26kp9c!19sChIJE848EZi5aS4RYaDeGnbN1f0?authuser=0&hl=id&rclk=1,-6.5864923,106.9653756,https://images.unsplash.com/photo-1506744038136-46273834288b?q=80&w=2070&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
Trekking Sentul | Private Guide Sentul,Alam,Wisata Alam,Babakan Madang,Kabupaten Bogor,4.8,732.0,https://www.google.com/maps/place/Trekking+Sentul+%7C+Private+Guide+Sentul/data=!4m7!3m6!1s0x2e69b9d60c0f41d9:0x28b46af343e509d9!8m2!3d-6.5890851!4d106.9155011!16s%2Fg%2F11lh4wzvkd!19sChIJ2UEPDNa5aS4R2QnlQ_NqtCg?authuser=0&hl=id&rclk=1,-6.5890851,106.9155011,https://lh3.googleusercontent.com/p/AF1QipNm0tnG285kBMfefld6ynPyHt86mzmOykrnanm-=w1200-h800
Next Level Adventures (NLA),Umum,Lainnya,Babakan Madang,Kabupaten Bogor,4.6,256.0,https://www.google.com/maps/place/Next+Level+Adventures+%28NLA%29/data=!4m7!3m6!1s0x2e69c725e00956f1:0xedab3d779a8c8a67!8m2!3d-6.5770793!4d106.8905171!16s%2Fg%2F11py7lgqn6!19sChIJ8VYJ4CXHaS4RZ4qMmnc9q-0?authuser=0&hl=id&rclk=1,-6.5770793,106.8905171,https://lh3.googleusercontent.com/p/AF1QipMZAw-Hhea9YLIDPDeRNIBtrrAbk-rycVtLLfQi=w1200-h800
Tugu Pancakarsa Sentul,Umum,Lainnya,Babakan Madang,Kabupaten Bogor,4.7,442.0,https://www.google.com/maps/place/Tugu+Pancakarsa+Sentul/data=!4m7!3m6!1s0x2e69c102371add19:0x712444476b1821dc!8m2!3d-6.5325362!4d106.8533392!16s%2Fg%2F11smfy4mgb!19sChIJGd0aNwLBaS4R3CEYa0dEJHE?authuser=0&hl=id&rclk=1,-6.5325362,106.8533392,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxBaRDbJU-zyIoO8V65lcskP6OI2pHIXbsOfyBkb5Qdqt_-LSpQj1jZEXdw-EWXxva-SaVc6FuZVhJuThLoPRLBbVQSVKNuAMZrYfFis3gk6QjByLr0egJ5uMS91JihucXsYXc7KA=w1200-h800
Taman Sampora Legok,Alam,Wisata Alam,Babakan Madang,Kabupaten Bogor,4.5,503.0,https://www.google.com/maps/place/Taman+Sampora+Legok/data=!4m7!3m6!1s0x2e69c168b1d82677:0x9271060ec3a74dbc!8m2!3d-6.5000947!4d106.8504357!16s%2Fg%2F11lgjn3wwj!19sChIJdybYsWjBaS4RvE2nww4GcZI?authuser=0&hl=id&rclk=1,-6.5000947,106.8504357,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwO-flpsm-JiEW_MRNUY1KZkxlgVqUwh6zbIPm3DSAbRVzlGd4AR0I0IPgzash7ZQIe6IvR6kXMXLgCk_ZrIeQA4SLalpIZ043NaaGYlPtbUSvaqbgW48M5KOvgTimgxdMQqI-MqQ=w1200-h800
Curug Mekar (Batas Jonggol-Sentul),Alam,Wisata Alam,Babakan Madang,Kabupaten Bogor,4.3,123.0,https://www.google.com/maps/place/Curug+Mekar+%28Batas+Jonggol-Sentul%29/data=!4m7!3m6!1s0x2e69b9de8eddfd5f:0xb29b8b23ae5f4817!8m2!3d-6.5919944!4d106.9448831!16s%2Fg%2F11lgjjdmg6!19sChIJX_3djt65aS4RF0hfriOLm7I?authuser=0&hl=id&rclk=1,-6.5919944,106.9448831,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxZiJE7_Krhn7deYaAOLcjeGw6-p5xi_vpOsx-g0PE483225AD4de4_gxyiSPVemOmP14fRxngeYuVUYcP7bw7w2uwFiGorefyW2PR5K40LWPEmGaf7pJjU4vjmiZeTAOydk-y3=w1200-h800
Gunung pancar batu garenggong,Alam,Wisata Alam,Babakan Madang,Kabupaten Bogor,4.2,3552.0,https://www.google.com/maps/place/Gunung+pancar+batu+garenggong/data=!4m7!3m6!1s0x2e69c7f5726e7fad:0xabeced42d4db9407!8m2!3d-6.5808732!4d106.9050282!16s%2Fg%2F11c3k55cs1!19sChIJrX9ucvXHaS4RB5Tb1ELt7Ks?authuser=0&hl=id&rclk=1,-6.5808732,106.9050282,https://images.unsplash.com/photo-1506744038136-46273834288b?q=80&w=2070&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
Teras Wangun,Umum,Lainnya,Babakan Madang,Kabupaten Bogor,4.5,468.0,https://www.google.com/maps/place/Teras+Wangun/data=!4m7!3m6!1s0x2e69b97e9fd5ef99:0x6dccc20796649ae2!8m2!3d-6.5899656!4d106.9297808!16s%2Fg%2F11g0j9sv8b!19sChIJme_Vn365aS4R4ppklgfCzG0?authuser=0&hl=id&rclk=1,-6.5899656,106.9297808,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzCxplHx2Ul7daAnRsq1AglMoAq5CBWvAa9su3DfthMphKoKvlRsUj_Ms8iZZRM7HD-DJJJ0uB93s81193qdAzo2qy7LCQmt5u6w1rK5SXW3LvzZlxptKrhw8qYHsNPPa37GvtJ=w1200-h800
Ah Poong Sentul,Umum,Lainnya,Babakan Madang,Kabupaten Bogor,4.3,9445.0,https://www.google.com/maps/place/Ah+Poong+Sentul/data=!4m7!3m6!1s0x2e69c6ec0ebe7b61:0x2bcec953608237d!8m2!3d-6.5703523!4d106.8460526!16s%2Fg%2F11fxx4p67c!19sChIJYXu-DuzGaS4RfSMINpXsvAI?authuser=0&hl=id&rclk=1,-6.5703523,106.8460526,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyIX8Ca4NsnVAVOxjm1UYDbcIvksvsWG3X_s-awr5XQs978I28SPAqsl7ZY3el9X35H7SJvXePdyJTb-xwQDllzEg3PdE5M_lOVZm21G9MLLB5iWWTLCnuwtQLdXBNh6tDCroVv=w1200-h800
KM 0 Sentul,Umum,Lainnya,Babakan Madang,Kabupaten Bogor,4.7,1448.0,https://www.google.com/maps/place/KM+0+Sentul/data=!4m7!3m6!1s0x2e69c7c77ef5d28b:0xff255ccc323e7103!8m2!3d-6.6191938!4d106.9014081!16s%2Fg%2F11kcjl3cv8!19sChIJi9L1fsfHaS4RA3E-MsxcJf8?authuser=0&hl=id&rclk=1,-6.6191938,106.9014081,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxq2cCnwXiJXcDjH0NivRP65edYljQwKTUXrGA07XR1Zxn6ruCUDhJ9Vjdhyo8jMFE3tFNGn6u6TS55DdQL68lvI09ZuXsKA5QJ_Kb9zlReiLaN3osXpPByivm_q809vGe-k6rS8w=w1200-h800
Bigstone Riverside,Umum,Lainnya,Babakan Madang,Kabupaten Bogor,4.6,107.0,https://www.google.com/maps/place/Bigstone+Riverside/data=!4m7!3m6!1s0x2e69b920f0e38921:0xee7b19503e11474e!8m2!3d-6.5854989!4d106.9536601!16s%2Fg%2F11v030z5wr!19sChIJIYnj8CC5aS4RTkcRPlAZe-4?authuser=0&hl=id&rclk=1,-6.5854989,106.9536601,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxD80uF6fG24BuGjMkfVpX7DjS6VMtxikEq9cWf6fIeM9lXamIoYs5lq5FTDM6Yptec0z7dM3GmHqzg6tHZ5nShzlRDfihH5bxvffAQmpX6XdUZ-ky--NviEJVRNI6oL3lG_5M0DjrchpG1=w1200-h800
Paintball Sentul,Rekreasi,Wisata Rekreasi,Babakan Madang,Kabupaten Bogor,4.9,430.0,https://www.google.com/maps/place/Paintball+Sentul/data=!4m7!3m6!1s0x2e69c7028dcfa381:0xc7aa2300e88e8856!8m2!3d-6.5715195!4d106.8592497!16s%2Fg%2F11bwfmgcpq!19sChIJgaPPjQLHaS4RVoiO6AAjqsc?authuser=0&hl=id&rclk=1,-6.5715195,106.8592497,https://images.unsplash.com/photo-1506744038136-46273834288b?q=80&w=2070&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
Sentul Nirwana,Umum,Lainnya,Babakan Madang,Kabupaten Bogor,4.6,2469.0,https://www.google.com/maps/place/Sentul+Nirwana/data=!4m7!3m6!1s0x2e69c775a9782cc9:0x77781998ad062007!8m2!3d-6.5815736!4d106.892206!16s%2Fg%2F11g8vqmdlj!19sChIJySx4qXXHaS4RByAGrZgZeHc?authuser=0&hl=id&rclk=1,-6.5815736,106.892206,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw2iB8vKSH2zBa1kA5TsgncUkH2gqMPAYE8DnYGIeyuSs1uYMxSGZEJbOHY-0sD_fXzUQIIV5tAIMZUXjq0z2Ae0lSVN5seKfoRzzPFR1s2f0ve2Sjb7g4jmIqX19elZD8-H1-q9w=w1200-h800
Curug Putri Kencana,Alam,Wisata Alam,Babakan Madang,Kabupaten Bogor,4.4,1745.0,https://www.google.com/maps/place/Curug+Putri+Kencana/data=!4m7!3m6!1s0x2e69b869f7bedbd7:0xf83e4aee23eb911b!8m2!3d-6.5977311!4d106.9350111!16s%2Fg%2F11cs01tk_c!19sChIJ19u-92m4aS4RG5HrI-5KPvg?authuser=0&hl=id&rclk=1,-6.5977311,106.9350111,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzxzBhTh3atHoAlU1DKcH_gfFYAu-ESRRJpR2T0xpPKUrNQ82A_jFF0F3YBW9gSU7zJqJp5pPg2TginKSFNNuT1sTeUP9xOazbq-jjuD2SJiyVahlwHYGIB53DAMBVFcttFsek=w1200-h800
"Curug Leuwi Hejo, Jonggol",Alam,Wisata Alam,Babakan Madang,Kabupaten Bogor,4.3,170.0,"https://www.google.com/maps/place/Curug+Leuwi+Hejo,+Jonggol/data=!4m7!3m6!1s0x2e69b900483cb9cd:0xc81c6990e6c510e9!8m2!3d-6.5856791!4d106.9552058!16s%2Fg%2F11rkbxj6z3!19sChIJzbk8SAC5aS4R6RDF5pBpHMg?authuser=0&hl=id&rclk=1",-6.5856791,106.9552058,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxp0I5JT_e3oFaz8aTtcjNoXtBZjxSBsDCDhG9BuBNFj03e_ifw2uKKa2095TDnf_eZAR2-Lh4hWaL885V8N8ZMZ8bRAs69bRmUmV2wkU-IbuDfD5IyxIHyUVJ59OgbVXjMawSOUsDp7WzX=w1200-h800
Goa Garunggang - Puncak Dua,Alam,Wisata Alam,Babakan Madang,Kabupaten Bogor,4.6,769.0,https://www.google.com/maps/place/Goa+Garunggang+-+Puncak+Dua/data=!4m7!3m6!1s0x2e69b8f2b423c98f:0xdbb608bf20de3406!8m2!3d-6.57315!4d106.936201!16s%2Fg%2F11c6lp4wrz!19sChIJj8kjtPK4aS4RBjTeIL8Itts?authuser=0&hl=id&rclk=1,-6.57315,106.936201,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwkel-mPB_spgHnfcV-Zj_ziZu8R02jA4z7zvx-3UDOzDqYLW70ObJ_7OV6R4WUgVc2KTyPen37yxxb2GoDMxmu-ruyZ_mmDF5vbwYJQsXorUwSsHN6cbB3R1kZg_iG5Xbmz56H=w1200-h800
Curug Hordeng,Alam,Wisata Alam,Babakan Madang,Kabupaten Bogor,4.6,976.0,https://www.google.com/maps/place/Curug+Hordeng/data=!4m7!3m6!1s0x2e69b9b2f9250581:0xf0a16b8a16441357!8m2!3d-6.606617!4d106.9640755!16s%2Fg%2F11c6036kwx!19sChIJgQUl-bK5aS4RVxNEFoprofA?authuser=0&hl=id&rclk=1,-6.606617,106.9640755,https://lh3.googleusercontent.com/p/AF1QipMRffPieHaMHPqT74kKndwVjqO7_yQbVO-oTlzz=w1200-h800
Taman Wisata Alam Gunung Pancar,Alam,Wisata Alam,Babakan Madang,Kabupaten Bogor,4.0,4064.0,https://www.google.com/maps/place/Taman+Wisata+Alam+Gunung+Pancar/data=!4m7!3m6!1s0x2e69c7791e515175:0x3f7386a4724f7630!8m2!3d-6.5805618!4d106.9036852!16s%2Fg%2F11bw3c7jgt!19sChIJdVFRHnnHaS4RMHZPcqSGcz8?authuser=0&hl=id&rclk=1,-6.5805618,106.9036852,https://lh3.googleusercontent.com/p/AF1QipOakQDMJ2XIeC9vquurBmsOkqE5-WMxSX60x_cc=w1200-h800
CURUG CIBINGBIN,Alam,Wisata Alam,Babakan Madang,Kabupaten Bogor,4.6,804.0,https://www.google.com/maps/place/CURUG+CIBINGBIN/data=!4m7!3m6!1s0x2e69b80c00158d3d:0xf32f5e2da5e74ff4!8m2!3d-6.6087925!4d106.918082!16s%2Fg%2F11c30w4bly!19sChIJPY0VAAy4aS4R9E_npS1eL_M?authuser=0&hl=id&rclk=1,-6.6087925,106.918082,https://lh3.googleusercontent.com/p/AF1QipNpSvjoQKjNjpxMnJdn-PA7ngBcySoiAlT4bbEq=w1200-h800
HUTAN PINUS ( Sentul eco edu tourism forest Office),Alam,Wisata Alam,Babakan Madang,Kabupaten Bogor,4.5,167.0,https://www.google.com/maps/place/HUTAN+PINUS+%28+Sentul+eco+edu+tourism+forest+Office%29/data=!4m7!3m6!1s0x2e69b89d6fd4f48d:0x90c708fcff435acf!8m2!3d-6.5709807!4d106.9131628!16s%2Fg%2F11gbfc198_!19sChIJjfTUb524aS4Rz1pD__wIx5A?authuser=0&hl=id&rclk=1,-6.5709807,106.9131628,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx7bL3jYYroTpG0z8aKcfgoHoOZwuA0TfmGxRbroEYKY7G8AoOHjWqgDGpQzX80wvwsAajeAUVHmWxj2XER--1_DzqHvWukto1v8xVaqYeHt1twRCHbWPA9aH8qEsaBbfnQBKaWZA=w1200-h800
Parkiran Leuwi Hejo-Posyandu Anggrek,Umum,Lainnya,Babakan Madang,Kabupaten Bogor,4.5,245.0,https://www.google.com/maps/place/Parkiran+Leuwi+Hejo-Posyandu+Anggrek/data=!4m7!3m6!1s0x2e69b929491f5f6b:0xc2ab1c2fcd614397!8m2!3d-6.5891879!4d106.9507415!16s%2Fg%2F11q2ntkwlw!19sChIJa18fSSm5aS4Rl0NhzS8cq8I?authuser=0&hl=id&rclk=1,-6.5891879,106.9507415,https://lh3.googleusercontent.com/p/AF1QipNzUgnezH2DhP-kWaKyDZsTiGI17WMf0wfJYR3Z=w1200-h800
Hutan Pinus Gunung Pancar Camp Outbound,Alam,Wisata Alam,Babakan Madang,Kabupaten Bogor,4.1,1068.0,https://www.google.com/maps/place/Hutan+Pinus+Gunung+Pancar+Camp+Outbound/data=!4m7!3m6!1s0x2e69c78788c45c61:0x3dca18f5623576de!8m2!3d-6.5812174!4d106.903826!16s%2Fg%2F11c3k6gv06!19sChIJYVzEiIfHaS4R3nY1YvUYyj0?authuser=0&hl=id&rclk=1,-6.5812174,106.903826,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxIdtPf-MeSg0vwVTykaRyock92PDpPhO8MF9rchTesm1CmUuMZWYwlHxKvhSJDAiDU5e6QVR7-GSeiz4z1ohIPIwLNLwnhKpW9s1qwn1uZeMsRJmFXAS0C2hXtGY0oZAMtyj7r7Q=w1200-h800
Leuwi Kunten Sentul Bogor,Umum,Lainnya,Babakan Madang,Kabupaten Bogor,4.3,1793.0,https://www.google.com/maps/place/Leuwi+Kunten+Sentul+Bogor/data=!4m7!3m6!1s0x2e69b9b3ba4bab7f:0x55c0be75aa77f03d!8m2!3d-6.578766!4d106.9189104!16s%2Fg%2F11n73frrc8!19sChIJf6tLurO5aS4RPfB3qnW-wFU?authuser=0&hl=id&rclk=1,-6.578766,106.9189104,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy5G_xYxhtztXTcoVFIoeItUjoRy0u_L6WisuWLePmlBWYdH-Syz7bWm3scTX7-0JVZe3MdbFBmNtGBmKOpExS89JXvtmbjLy9xinCgAs6dpxuTCOAb8SmTaDSjUAHoSHIQ_OI=w1200-h800
Taman Budaya Sentul City,Budaya,Wisata Budaya & Edukasi,Babakan Madang,Kabupaten Bogor,4.5,22781.0,https://www.google.com/maps/place/Taman+Budaya+Sentul+City/data=!4m7!3m6!1s0x2de423a153dbb7df:0xaac1aacd454d4019!8m2!3d-6.5843706!4d106.8835962!16s%2Fg%2F1hm2399fm!19sChIJ37fbU6Ej5C0RGUBNRc2qwao?authuser=0&hl=id&rclk=1,-6.5843706,106.8835962,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz6mIP0f6Nwbdww-wxCNJae24FWk0pB3Pt3amCvfzOa8Uu4TkPlH1VfRD8rmpahpM-AmO7SlhTL2cvik0muPhvQI0p3WfJJh8STdh0De5Eg9J8WU0xHRRsXPZxBfxF10C9hMPnw=w1200-h800
